main_tweet,Ad Hominem,Appeal to Fear,Appeal to Ridicule,False Dilemma,Hasty Generalization,Loaded Language,None of the above
" [user21086]: @user @user ... @user Thanks HW 🫖☕🥞 #Katyayan 
 ",0,0,0,0,0,0,1
" [user41970]: 2 more COVID-19 deaths in Sask.; 238 new cases #yqr #sk 
 ",0,0,0,0,0,0,1
" [user44640]: @user Do we know if Saskatchewan is using Ivermectin on there COVID patients in hospital and ICUs? 
 ",0,0,0,0,0,0,1
" [user57424]: 🚨I wrote about COVID-19 long-haulersthe thousands of people who've been struggling with *months* of debilitating symptoms. Many have faced disbelief from friends and medical professionals because they don't fit the typical profile of the disease. 1/ 
 ",0,0,0,0,0,0,1
" [user28512]: @user Freedom Spray: Bleach air spray - How swimming pools stay infection-free and how Spain and Korea defeat COVID-19 #COVID #COVID19 #Coronavirus #bleach #hypochlorite #disinfectant 
 ",0,0,0,0,0,1,0
" [user101706]: When a drug company says it drug doesn't work, there's a good chance it doesn't work. Merck Statement on Ivermectin use During the COVID-19 Pandemic - 
 ",0,0,0,0,0,0,1
" [user121005]: @user Or alternatively, people can view this positive meta-analysis of ivermectin in COVID-19 from the extremely highly regarded Evidence-Based Medicine Consultancy who advise the World Health Organization and the British NHS. 
 ",0,0,0,0,0,1,0
" [user48366]: Amazing that @user refuses to answer these basic questions about how it is that -- 6 days after announcing she was positive for COVID with symptoms -- she was somehow able to travel to Wisconsin to DC to enter the Capitol and deliver Pelosi a needed vote for Speaker. 
 ",0,0,0,0,0,0,1
" [user98328]: @user @user I'm flying today. If I had tested positive for Covid in the last 14 days I would not have been allowed to fly. (I'm taking #Ivermectin prophylactically so that won't ever be a problem for me). So....did she lie in order to get there to vote? 
 ",0,0,0,0,0,0,1
" [user83016]: I've known #DrFauci for 30 years, I've protested him, criticized him when he's been wrong. But no one knows more about infectious diseases in the US, has done more to protect Americans from pandemics past and present. The attacks on him are scurrilous, vile and desperate. 
 ",0,0,0,0,0,1,0
" [user86273]: @user Hey, someone has to be responsible for all the massive COVID screwups Trump did. He's losing voters so he has to blame someone. That's always his game. Blame someone else. The problem with that is we have Trumps screw ups on video. Bleach, will be gone by Easter, China was great- 
 ",1,0,0,0,0,1,0
" [user43268]: As #HarrisCounty/#Houston prepare for more wintery #weather, it important to be informed on how to protect yourself, your family members, & your fur buddies from the dangers the extreme cold. Remember the 4P's! People- Call them Pets  Bring them in Pipes and Plants  Cover them 
 ",0,0,0,0,0,0,1
" [user133059]: @user @user ... @user THE COVID-19 RESPONSE IS MEDICAL AND POLITICAL FRAUD Ivermectin inhibits the replication of SARS-CoV-2 in vitro Outpatient Early Treatment with Hydroxychloroquine+Zinc 
 ",0,0,0,0,0,1,0
" [user42988]: My desire to try to have fewer people to get sick seems pretty noble. Would it help if i were pro-sick cause it's not that bad a sickness? Cheer for sickness because, well, why no? It's just a flu that kills more people than the flu and can injure brain/heart? 
 ",0,0,0,0,0,0,1
" [user114184]: @user I am 53 years old. I had some pre conditions and I got COVID using mask. I did very well, for me it was weaker than a normal flu. I had ivermectin as profilatic. I lot of people in 3rd world countries take it and do very well. Talk about ivermectin instead of useless masks. 
 ",0,0,0,0,0,0,1
" [user59348]: Another COVID theory emanating from France - that the virus infects Prevotella gut bacteria - causing a hyper-immune response and pneumonia. This is theorized as to why Azythromycin is effective in treating COVID, as it is an effective antibacterial. None of this is yet proven. 
 ",0,0,0,0,0,0,1
" [user140316]: @user This says take HydroxyChloroquine and Azithromycin as soon as COVID19 is detected! 
 ",0,0,0,0,0,0,1
" [user58700]: President Biden and the US Women's national soccer team commemorate 'Equal Pay Day' 
 ",0,0,0,0,0,0,1
" [user8415]: ""A thought is like a pair of sunglasses. Reframing your thoughts is like taking off your sunglasses or putting on another pair with a different lens"" via @user 
 ",0,0,0,0,0,0,1
" [user105429]: @user @user Thought - bleach doesn't cure Covid Change sunglasses New thought - Oh wait yes it will my friend posted about it on Facebook Doesn't really work does it? 
 ",0,0,1,0,0,0,0
" [user97563]: Cuz we have money to burn now. To hell with states going bankrupt! Trump Announces He's Throwing Himself A 4th of July Party During A Pandemic via @user 
 ",0,0,0,0,0,1,0
" [user114420]: @user @user ... @user Why not have a party!? Trump just told our Country to get injections of bleach or disinfectant to kill COVID19 and clean the whole body, inside lungs and everything! 
 ",0,0,1,0,0,0,0
" [user115971]: Notice how the effective & CHEAP drug that cures Covid-19 has been ""airbrushed"" from MSM? 
 ",0,0,0,0,0,1,0
" [user90886]: #HydroxyChloroquine and #Ivermectin save lives when given early and 'Protects the NHS'. Why are these safe and effective treatments not be employed in the UK? @user @user 
 ",0,0,0,0,0,0,1
" [user130941]: Body language: Biden is asked about Flynn, he lets out a *deep sigh* and says ""I know nothing about it"" When he's pressed further, he adjusts his earpiece, someone probably tells him exactly what to say, and he claims he didn't understand the question. 
 ",0,0,0,0,0,0,1
" [user86842]: @user Evil Smear & slandering of Biden will get you nowhere! Predicting 200,000 dead by Election will demand a change. Mueller's Report a testament to Trump's memory problems & inability to answer questions. Trump Plan for Covid Virus- No Testing No Vaccine Bleach cure 
 ",1,0,0,0,0,1,0
" [user88535]: Boris Johnson says in the week beginning 22nd February the government will set out their plan for reopening ""our economy and our society."" 📺Watch live 
 ",0,0,0,0,0,0,1
" [user36327]: @user Ivermectin. Dead cheap. Abundantly available. 83% reduction in covid mortality. No side effects. Taken by kids and pregnant women in 3rd world regularly for decades. Trials? Unethical. Give it to people now FFS! 
 ",0,0,0,0,0,1,0
" [user55870]: Question: ""Tell me how did it feel to hear that number -- 94.5%?"" Dr. Tal Zaks, Chief Medical Officer of Moderna: ""It was one of the greatest moments of my life and in my career."" 
 ",0,0,0,0,0,0,1
" [user94106]: @user What a great way to start a new week.... bright sun is shining, clear blue sky, and exciting news on the initial results of the Moderna Covid 19 Vaccine Trials!!!! I am so proud to be a participant in the continuing effort to defeat this virus. 
 ",0,0,0,0,0,0,1
" [user55221]: HHS inks massive deal with biotech company Moderna for coronavirus vaccine 
 ",0,0,0,0,0,0,1
" [user81023]: #Moderna signs contract with #USA for 100 million doses of #coronavirus #vaccine. Position yourself: $MRNA #structuredproducts #biotech #corona #pandemic #bullbear #investing #trading #stocks 
 ",0,0,0,0,0,0,1
" [user119031]: Donald Trump has said his news conferences are ""not worth the time and effort"" after he faced condemnation for suggesting disinfectant could be injected into #COVID19 patients to kill the disease 
 ",0,0,0,0,0,0,1
" [user27179]: And @user where gleefully spreading the OUTRIGHT LIE that he suggested injecting bleach. No wonder I cancelled my BBC and SKY DDs. Saved 80 pm towards my holiday AND not brainwashed by the corrupt NWO controlled @user Double bonus👍🇬🇧 
 ",0,0,0,0,0,1,0
" [user122325]: Update on #COVID19 from @user Moderna: 94.5% effective rate. Pending FDA approval. 30,000 people went through the trial. Side effects are mild: fatigue, soreness, mild fever. Results independently verified. 20 million could be vaccinated in Dec this year. 
 ",0,0,0,0,0,0,1
" [user122325]: Average of 46 deaths per day in U.S. Getting worse, as anticipated in the winter. Keep using a mask! The end is near. 
 ",0,0,0,0,0,0,1
" [user130587]: @user @user Credibility always matters 
 ",0,0,0,0,0,0,1
" [user26785]: COVID 19 is a virus and HAS NOT Killed ANYWHERE Near the NUMBERS the Leftist Medias are Claiming! Less than the FLU of ANY Year! Treatment= HCQ + Azithramycin + Zinc Been Around 50 Years! HOAX!~ 
 ",0,0,0,0,0,1,0
" [user59987]: Cause of death was Moderna /Bill Gates. Period! 
 ",1,1,0,0,0,0,0
" [user110617]: Governments and un-elected officials have ruined the world. 
 ",0,0,0,0,0,1,0
" [user86370]: #cdnpoli If only they left us alone. We would have taken HCQ with Zinc, Ivermectin, and VitD. This would eliminate 60% of hospitalizations. We would not have been afraid to get and recover from Covid establishing herd immunity without jabbing people with experimental agents. 
 ",0,0,0,1,0,1,0
" [user60087]: Dolly Parton helped fund 95% effective Moderna COVID-19 vaccine that could end pandemic via @user 
 ",0,0,0,0,0,0,1
" [user32963]: Dolly helping Bill Gates's Moderna Vaxx! 🤬#StopTheSteaI2020 💪🇺🇸 
 ",0,0,0,0,0,1,0
" [user21425]: Emerging evidence suggests that the number of patients with COVID19 diagnosed with bacterial coinfections during hospitalization periods is increasingly raised. 
 ",0,0,0,0,0,0,1
" [user3167]: Thanks Sean, Was it worth the ratings? My father & father-in-law both have CoronaVirus. We urged them to lay low. But they both insisted that Sean Hannity said it was a hoax & no worse than the common flu 😷 @user #DonaldTrump #coronavirus #COVID19 #CoronavirusOutbreak 
 ",0,0,0,0,0,0,1
" [user3167]: HOPE THIS INFORMATION HELPS SOMEONE ELSE IN SIMILAR POSITION. Father-in-law improving. Hospital told me they have him on Azithromycin, Anti-Malaria & Steroids. Breathing is getting better. Still on ventilator. He is 80 w/ preexisting conditions. #coronavirus #covid-19 
 ",0,0,0,0,0,0,1
" [user50045]: Dan Patrick says Dr. Fauci doesn't know what he's talking about and claims Texas didn't skip over anything. He goes on to suggest that Texas officials will no longer listen to Dr. Fauci anymore 
 ",0,0,0,0,0,0,1
" [user57619]: I think Lt. Dan needs to volunteer himself for the bleach injection covid trials #DanPatrick 
 ",0,0,1,0,0,0,0
" [user94275]: Dr. Peter Hotez explains why the Moderna #COVID19 vaccine might be easier to store and distribute than Pfizer's vaccine. 
 ",0,0,0,0,0,0,1
" [user127958]: I was expecting more from the mRNA vaccine finally things shaping out 
 ",0,0,0,0,0,0,1
" [user27585]: @user @user ... @user WHO just published Dr. Ionniadis study. Conclusion ""The inferred infection fatality rates tended to be much lower than estimates made earlier in the pandemic."" 
 ",0,0,0,0,0,0,1
" [user130729]: I would loooove to know the internal politics @user . It is clearly a multi-headed beast... 
 ",0,0,0,0,0,0,1
" [user83680]: Moderna says coronavirus vaccine boosts immune system response in older adults via @user 
 ",0,0,0,0,0,0,1
" [user64714]: I would need to see more data on this claim before trying. 
 ",0,0,0,0,0,0,1
" [user110844]: Executives with Pfizer and Moderna say the companies are ramping up their supply of Covid-19 vaccines, with shipments expected to double and possibly triple in size in the coming weeks, according to prepared remarks to be made before a House subcommittee. 
 ",0,0,0,0,0,0,1
" [user118313]: It's time to support Biotech⛑to help save our lives.👍💪 VERU JNJ MRNA PFE ANZ FVRR 
 ",0,0,0,0,0,0,1
" [user124321]: Quacks have been promoting ingesting bleach and bleach enemas for children with autism. Pictures of bloody diapers abound. Mark Grenon, the leader of Genesis II Church of Health & Healing, is their guru. Sent Trump a promo letter shortly before Trump promoted bleach for Covid. 
 ",0,0,0,0,0,1,0
" [user69478]: No! Don't do this to anyone! 
 ",0,0,0,0,0,0,1
" [user90314]: Moderna: Coronavirus vaccine nearly 95% effective in early look - - @user 
 ",0,0,0,0,0,0,1
" [user95627]: PLEASE subscribe us for SUPPORT! Beautiful sounds for your SOUL #relaxing #meditation #MeditationMusic #calming #soul #insomnia #stressrelief #helpinsomnia #goodsleep #sleep #studying #nature #soundofnature 
 ",0,0,0,0,0,0,1
" [user141087]: An elderly woman with Covid was given a 20% chance to live, when family members helped her get ivermectin, after which she quickly recovered. Despite this, doctors tried to deny her the life-saving treatment. The family sued, & the judge ruled in her favor- 
 ",0,0,0,0,0,0,1
" [user91993]: READ this linked write up. You won't believe it! A very sick 80YO woman's family had to go to court *twice* to get treatment that was her last chance to survive COVID-19. 
 ",0,0,0,0,0,0,1
" [user99640]: When I went on @user podcast earlier this week and said ""DO NOT DRINK BLEACH,"" didn't expect to have to add, so soon, ""DON'T INJECT BLEACH EITHER"" 
 ",0,0,0,0,0,0,1
" [user66038]: So true. #Bleach had a big week (for all the wrong reasons) To listen to the podcast where we clear up #covid19 myths: 
 ",0,0,0,0,0,0,1
" [user86063]: So, Trump is NEVER going to develop a COVID response plan, he's just going to let thousands of Americans die, and some people are still going to vote for him? Am I getting this right? 
 ",0,1,0,0,0,0,0
" [user17955]: That does sounds about right! How stupid can some people really be? Some took trump's bleach & disinfectant treatment that were purchased from two crooks & people were critical ill & some died. They sold ""tens of thousands"" before the two crooked were caught. PER CNN I HEAR! 
 ",1,0,0,0,0,1,0
" [user136501]: Somewhat ironically I suspect vaccine enthusiasm goes hand in hand with white privilege. Those so afflicted assume no one would ever dare inflict injury upon them & they dismiss any reports of vaccine malfeasance coming from places like India & African nations. 
 ",0,0,0,0,1,0,0
" [user131272]: The swine flu of 2008-09 fizzled out and most of the global ""pandemic"" vaccine was not needed and was destroyed. With Covid, we have both hydroxychloroquine and ivermectin but the authorities will  criminally  not approve them. 
 ",0,0,0,0,1,1,0
" [user45306]: The results of Moderna's phase 1 and 2 #COVID19 vaccine trials is ""classified.""🤔 
 ",0,0,0,0,0,0,1
" [user29348]: They're not liable so why bother doing expensive testing. And did you know Gates & Fauci were college roommates? And, Fauci was the first CEO of pharmaceutical giant Moderna? And, Soros started Moderna? 
 ",0,0,0,0,0,0,1
" [user63233]: To be fair, Trump did suggest that drinking bleach kills coronavirus so this was done in the interest of public health 
 ",0,0,0,0,0,0,1
" [user92692]: Unite for Freedom at Trafalgar Square 
 ",0,0,0,0,0,0,1
" [user101604]: Trafalgar Square currently has a protest for ""no mandatory vaccinations"" (we have none in the UK), ""no lockdown"" (we've never had a proper lockdown in the UK) and ""no second wave"" (I don't think viruses tend to listen to protests). 
 ",0,0,1,0,0,0,0
" [user80369]: We can plank that curve! #FlattenTheCuve #WashYourHands #COVID19 
 ",0,0,0,0,0,0,1
" [user9488]: We can't give up, but we can give HCQ and azithromycin 
 ",0,0,0,0,0,0,1
" [user81263]: These are the COVID facts: - politicians overreacted - now they are stuck because they can't admit they were wrong - so they need people to get tested but the tests are unreliable - so now they can't re-open without looking stupid. We are in trouble. 
 ",1,0,1,0,1,1,0
" [user68977]: We need RESTORATION PLAN like @user has put together. 1. Swallow your pride 2. Allow #HCQ and #Ivermectin 3. Protect the 0.00002% at risk 4. Allow all surgery and post op work 5. Open borders 6. Remove police state 7. Open the economy 8. Get out the peoples' way 
 ",0,0,0,0,0,1,0
" [user73686]: KZN hospital charged after dispensing anti-parasite drug Ivermectin to treat Covid-19 
 ",0,0,0,0,0,0,1
" [user131837]: Why? They are arresting and charging anyone buy political thieves. 
 ",0,0,0,0,0,1,0
" [user14724]: covid was a lie. live ya life. 
 ",0,0,0,0,0,0,1
" [user68957]: BREAKING - Kimberly Guilfoyle tested positive for coronavirus while in SD / was expected to attend tonight's event at Mt Rushmore. Sources familiar add Donald Trump Jr tested negative. Neither have been in direct contact with the president and did not fly on AF1 - @user 
 ",0,0,0,0,0,0,1
" [user81223]: drink bleach ur dad said it's the cure 
 ",0,0,1,0,0,0,0
" [user140103]: in Kashmir. I want her government sacked, and a new strong government in place. You can fund all the good parties. Use the government's money. Part of it belongs to me, I am both King of Kashmir and the Mogul Emperor, and they owe me royal taxes to the tune of billions... 
 ",0,0,0,0,0,1,0
" [user3824]: 🔥NEW PODCAST🔥 🗣@user 👤@user On today's episode, Howard Beck of @user , joins Facci to discuss the state of the NBA, handling the Coronavirus, the Lakers-Pacers 2000 NBA Finals & some rapid fire questions to end the show! Listen: 
 ",0,0,0,0,0,0,1
" [user2722]: 🚨 @user hosts a NEW episode of @user ft. Special guest @user of @user 🙌 The guys discuss the state of the #NBA, #Coronavirus, the #Lakers-#Pacers 2000 NBA Finals and much more! So make sure you tune in ⤵ 
 ",0,0,0,0,0,0,1
" [user98468]: Definitly Red & Henry Brooke schooling over the National Fences yesterday morning 😄 
 ",0,0,0,0,0,0,1
" [user127784]: @user Your horses are treated with Ivermectin. Do you know this simple, ultra-safe, ultra-cheap drug is very effective for humans in prophylaxis & treating Covid19? @user The evidence is clear but ""vested interests"" are keeping it quiet! 
 ",0,0,0,0,0,1,0
" [user30603]: @user Nah, just for fun. It might be effective against Covid but Ivermectin has such a stellar track record that I would stick to that. That's also why I'm importing large quantities of it to distribute as a radical act of activism inspired by the LGBT Act Up campaign 
 ",0,0,0,0,0,1,0
" [user110197]: @user @user ... @user survival analysis shows that the lowest risk patients were clustered into the ivermectin group, and even with that, n=72, and the 22 of those who received ivermectin alone only recovered an average of 3 days quicker 💀 this is garbage 
 ",0,0,0,0,0,1,0
" [user110197]: @user @user ... @user even if this study were perfect the numbers don't show ivermectin being useful enough to give to all COVID patients globally, and says literally nothing about prophylactic efficacy 
 ",0,0,0,0,0,0,1
" [user62430]: Kris Bryant a Very Late Scratch Tonight for the Cubs 
 ",0,0,0,0,0,0,1
" [user33004]: @user You know what's concerning? The CDC says that the symptoms of Covid include intestinal issues🙄 
 ",0,0,0,0,0,0,1
" [user73694]: Eighty-percent of New York nursing home patients have agreed to be vaccinated and have been vaccinated. There is no longer any pretense of medical reason for restricting visitation. This inhumane isolation of residents must end. There needs to be a Nuremberg trial after this. 
 ",0,0,0,0,0,1,0
" [user108561]: @user There needs to be a Nuremberg trial over the COVID-19 deaths that have occurred due to ignoring ivermectin There are numerous randomized clinical trials and observational studies around the world. Some countries are already doing mass distribution, like India & Peru. Fewer deaths 
 ",0,0,0,0,0,1,0
" [user57075]: #BREAKING: Ontario reports new record high of nearly 2,300 COVID-19 cases; hospitalizations top 900 for first time in 2nd wave 
 ",0,0,0,0,0,0,1
" [user125285]: @user Is Invermectin the cure for COVID-19 and the return to normal living? Call to action for review and sharing of Scientific Manuscript 
 ",0,0,0,0,0,0,1
" [user114830]: @user @user Ivermectin, an FDA-approved parasite medication with very few side effects, has been on the market for 40 years and is being used in other countries with great success to treat Covid. Why is information about it being censored in the U.S.? 
 ",0,0,0,0,0,0,1
" [user45490]: @user @user @user BREAKING NEWS: Our scientific manuscript on the efficacy of #Ivermectin for COVID-19 has passed through rigorous peer review and is now in production, with the full published paper to be available very shortly. Here's the preview: #Ivermectin #COVID19 
 ",0,0,0,0,0,0,1
" [user27977]: Tiny case series study of 8 Covid infected cancer patients from Bangladesh: all were treated with ivermectin and doxycycline and became Rt-PCR negative in 6 days, allowing trouble-free cancer treatment resumption. ""very promising activity against COVID-19"" 
 ",0,0,1,0,0,0,0
" [user83947]: @user #Ivermectin has study after study showing how well it works against SAR-2 virus (#COVID19 disease). @user is showing its true corruption by not letting Americans use it. When @user gets reelected, I hope he cleans house and puts in people who love USA. Not sellouts. 
 ",1,0,0,0,0,1,0
" [user74022]: #FauciTheFraud In Full Scaremonger Mode: Do Not Take Comfort In The REAL LOW #COVID19 DEATH RATE Because We Have To Continue The PANIC And Slow Down The Economy Before The Election @user 
 ",1,1,1,0,0,0,0
" [user82058]: @user @user Had authorities urged treatment of all positive COVID-19 patients with Hydroxychloroquine+Azithromycin+Zinc at time of first cluster/outbreak, tens of thousands of lives could have been saved, without massive job losses. He still refuses to recommend it. #TotallyImmoral! @user . 
 ",1,0,0,0,0,1,0
" [user98727]: Florida reported more than 11,000 coronavirus cases on Saturday, the state's largest number of new cases in one day 
 ",0,0,0,0,0,0,1
" [user25496]: @user DO YOUR JOB. #DeSantisKillsFlorida STOP drinking @user 's Kool-aid, bleach or disinfectant! This is NOT A HOAX take action! 
 ",1,1,0,0,0,1,0
" [user132279]: ""The Hidden Hand"" is shaking the jar 
 ",0,0,0,0,0,0,1
" [user108991]: So far, this is the dumbest thing I've heard all year so far.... 🥴 🥇 
 ",0,0,0,0,0,1,0
" [user12088]: @user Really? That's dumber than when the president asked if you could inject bleach into your bloodstream to kill the coronavirus? 
 ",0,0,1,0,0,0,0
" [user8624]: @user @user ... @user NO! You don't understand! 80% Of the world's fires are ignited to clear land for cattle ranching! & The animals eat 80% of the crops!!! Sign: To make the world vegan by law! 
 ",0,0,0,1,0,0,0
" [user13380]: @user @user @user They're not allowed to tell the whole truth. They'd be removed if they did. Fauci has only recently started to publicly contradict him, and if he keep it up, trump will get rid of him. No one in the administration is allowed to contradict trump. 
 ",0,1,0,0,0,0,0
" [user135823]: @user @user @user Again you are wrong. Fauci and Gates were college roommates. Fauci was first CEO of moderna vaccine company funded by Soros. Fauci sent $3m US tax dollars to wuhaun China lab to create covid, in 2017 interview told of covid pandemic Gates & Fauci indicted in Africa, bad vaccines 
 ",0,0,0,0,0,0,1
" [user48473]: @user Vitamin D3, C, Zinc, and Quercetin plus Ivermectin and Doxycycline are the winning Rx for preventing and treating COVID....STOP IGNORING EFFECTIVE MEDICINE 
 ",0,0,0,1,0,0,0
" [user65056]: We know it's hot. COVID doesn't care. Wear a mask. Not around your chin. Feeling hot is bad  COVID is worse. 
 ",0,0,0,0,0,0,1
" [user32323]: @user HYDROXYCLHOROQUINE WORKS. Doctors who refuse to use it have blood on their hands. We have a cure for Covid and its HCQ zinc and azithromycin. We could have saved thousands of lives. LETS START USING IT. Lets start saving lives. Lets not let people keep dying if they don't have to 
 ",1,1,0,1,0,0,0
" [user68946]: John Boadu 'blasts' Carlos Ahenkorah for taking COVID-19 to registration centres 
 ",0,0,0,0,0,1,0
 [user121673]: @user He should also step down as the parliamentary candidate for his constituency. Its total nonsensical. Even pastors are in remand for bleaching covid-19 protocol whiles they were not even contacted with the virus.🌌 @user @user ... @user ,0,0,0,0,0,1,0
" [user60688]: It's GREAT to be with @user @user ... @user at @user #SAS2020! It is time to safely reopen America! Time to spread LIBERTY from coast to coast! 
 ",0,0,0,0,0,1,0
" [user108561]: @user @user ... @user Ivermectin may help solve the COVID-19 crisis. It needs an NIH recommendation to move forward. Watch the video on the main page with the United States Senate committee. The doctors are calling it a wonder drug. ~ 
 ",0,0,0,0,0,1,0
" [user124460]: These comments by Dr. Fauci are a slap in the face to the thousands of New Yorkers who suffered immensely due to the inept and fatal policy errors from Governor Andrew Cuomo. 
 ",1,0,0,0,0,1,0
" [user15247]: @user Ok Covid Czar. How many doses of bleach do you prescribe?!? 
 ",0,0,1,0,0,0,0
" [user10842]: Indian Medical Association is launching protest against the mixing up of various systems of medicine, which will endanger the lives of people, especially the poor and the underprivileged. We are appealing for your help and support in this fight for #justice! #SayNoToMixopathy 
 ",0,0,0,0,0,0,1
" [user125995]: @user ""Ivermectin is effectively a ""miracle drug"" against COVID-19. The data shows that it prevents transmission & progression of illness in nearly all who take it."" Dr. Pierre Kory testifies to the Senate Committee on Homeland Security & Governmental Affairs tomorrow in D.C. #COVID19 
 ",0,0,0,0,0,1,0
" [user128989]: @user and black chyna sells bleaching products...him going out his way to not socially distance and not wear a mask says a lot too glittermort about to give everyone he hanging out w covid tryna act all unbothered 
 ",0,0,0,0,0,0,1
" [user98347]: Don't forget the Russians... 92% 
 ",0,0,0,0,0,0,1
" [user50455]: People are understandably impatient for these developments, perhaps none more than Trump himself. These are lights at the end of a tunnel  although a very long tunnel still. Moderna: We're About Ready To Launch Our COVID-19 Vaccine Too 
 ",0,0,0,0,0,1,0
" [user49202]: Invstr Crunch🎙 Today, WallStreet.G talks about third quarter U.S. gross domestic product and how #biotech company #Moderna is preparing for the launch of its #COVID19 #vaccine. 
 ",0,0,0,0,0,0,1
" [user132298]: Dr. Scott Gottlieb: Moderna #COVID19 vaccine could help end pandemic - Gottlieb is on the board of directors of Pfizer, so he may have a conflict. He doesn't have data to support this claim. He's always been a shill for big pharma and still is. 
 ",1,0,0,0,0,0,0
" [user98727]: Ireland becomes the latest in the string of European countries who have decided to halt the rollout of the AstraZeneca Covid-19 vaccine following reports of patients developing blood clots after inoculations 
 ",0,0,0,0,0,0,1
" [user64197]: @user Please investigate Ivermectin to help with Covid while we await vaccination. 
 ",0,0,0,0,0,0,1
" [user115427]: @user @user @user CHOs sneering at ivermectin & hydroxychloroquine as cures for early stage Covid because of ""side effects"". To the 542 deceased Victorians there was no greater side effect than death - criminal not to use one of these drugs. Shame Brett Sutton, shame🤬👎@user 
 ",1,1,0,0,0,1,0
" [user65423]: $MRNA (+3.3% pre) Moderna CEO reportedly expects coronavirus vaccine interim results in November - CNBC 
 ",0,0,0,0,0,0,1
" [user70395]: Valdimir Putin: mass vaccinations by year's end via @user 
 ",0,0,0,0,0,0,1
" [user47717]: ELECTION RIGGING MUST BE REVERSED OR WE ARE SLAVES! SEND ARMY! ROBERTS RESIGN! #Audit #Dominion #Roberts #RESIGN #STS #2A #1A #14A #MAGA #KAG #Georgia #Pennsylvania #Ivermectin #COVID19 #CCPVirus #Michigan #Wisconsin #Arizona #Nevada #FreeHongKong #DemocratsCheated #USA 
 ",0,1,0,0,0,0,0
" [user71708]: Dr Mkhize (Health Minister): The vaccine will be voluntary We'll try & edge people to take the vaccine but vaccines are not mandatory We'll deal with moral, ethical & religious objections Vaccines are for common good, not mandatory, but we'd like everyone to take the vaccine. 
 ",0,0,0,0,0,0,1
" [user36958]: Pharmalot.. Pharmalittle.. Good Morning.. FDA panel endorses Moderna Covid-19 vaccine; Sacklers dodge blame for opioid crisis at hearing & Much more news.. #phrama #COVID19 #coronavirus #vaccine #opioids #Sacklers #Purdue $MRNA $JNJ $BIIB $AZN $SNY 
 ",0,0,0,0,0,0,1
" [user92987]: ONLY ON: Jacksonville woman participating in the #Moderna COVID-19 #vaccine study says she felt called to be a part of the trial. The side effects she's seen so far and her main reason behind sticking with this, coming up at 5 on CBS47/FOX30 @user 
 ",0,0,0,0,0,0,1
" [user99089]: Sharp Reductions in #COVID-19 Case Fatalities and Excess Deaths in Peru in Close Time Conjunction, State-By-State, with Ivermectin Treatments @user #covid19 
 ",0,0,0,0,0,0,1
" [user51792]: Moderna shares the details of its COVID-19 vaccine trials. Results possibly available in late December, more likely in March or May. 
 ",0,0,0,0,0,0,1
" [user3107]: NO LOCKDOWNS NEEDED!! NO EARLY PRISON RELEASE NEEDED!! Real Science. Effective Meds are: Hydroxychloroquine Zinc Azithromycin Dexamethasone Ivermectin Favipiravir Chloroquine COVID-19 plasma RLF-100 Interferon beta Niacin Budesonide Politicians know this but ignore them. 
 ",0,0,0,1,0,0,0
" [user126702]: MI Man Credits Trump for Surviving Coronavirus, Says Whitmer 'Sentencing People to Death' Jim Santilli told talk radio host Steve Gruber he is ""living proof"" the combination of the malaria drug hydroxychloroquine and the antibiotic azithromycin works. 
 ",0,0,0,0,1,1,0
" [user15185]: There are no more important jobs on this planet and the ones being done by Moderna J and J and the others working on vaccinations for Covid. Hats off to the conclusions of phase 1. 
 ",0,0,0,0,0,0,1
" [user57557]: The vaccine is the way out of this pandemic. It's a real British success story. We must suppress the virus until a vaccine can make us safe. 
 ",0,0,0,0,0,0,1
" [user43437]: @user The same people asking if they can drink bleach - taking a home covid19 test. What could go wrong? 
 ",1,0,1,0,0,0,0
" [user37076]: How delusional are you? You had nothing to do with anything, other than 320,000 Americans dying, millions unemployed, starving, and about to be homeless. Just pack your depends and get out. #TrumpIsALaughingStock #TrumpVirus #LockTrumpsUp 
 ",1,1,0,0,0,0,0
" [user103131]: @user ""IVERMECTIN"" Nobel prize winning wonder drug for emergency use.. it blocks/kills covid quickly, A single dose offers up to a year of protection. 
 ",0,0,0,0,0,1,0
" [user12884]: #Bleachgate still going - men in Florida charged for selling #MMS as #COVID19 'cure' 
 ",0,0,0,0,0,0,1
" [user74886]: MODERNA = MOD E RNA= MODified RNA has never made the first pharmaceutical product or vaccine... the COVID 911 vaccine will be the first 
 ",0,0,0,0,0,0,1
" [user13726]: @user @user Your president is Fake News ingesting bleach and putting light into the body to cure coronavirus. How the hell you believe this crap uneducated fool is truly mind boggling along with your cult and 🦊 news. Wake up fool!! 
 ",1,0,0,0,0,0,0
" [user10077]: SPREAD IT FAR AND WIDE: repurposed drug ivermectin is the miracle drug that prevents and cures COVID-19, no need for vaccines! 
 ",0,0,0,1,0,0,0
" [user88531]: You couldn't make this up. Australian arm of group that wrote to Trump peddling bleach as coronavirus cure fined $150,000 
 ",0,0,1,0,0,0,0
" [user16092]: COVID-19 vaccine: UIC researchers launch Moderna trial Monday in race to beat coronavirus | 
 ",0,0,0,0,0,0,1
